Project,subject_id,Hemisphere,Surface Type,Hausdorff Distance,ASSD,Chamfer Distance,Self-Intersection C_mwrm,Total Triangles C_mwrm,Colored CA VTK Path
cortexode,223929,lh,pial,6.0519956839876174,0.43864265959455306,0.8772853191891061,2005,328934,cortexode_223929_CA_lh_pial_distanceMesh.vtk
cortexode,200311,lh,pial,5.918265294185474,0.46136917685028567,0.9227383537005713,620,231877,cortexode_200311_CA_lh_pial_distanceMesh.vtk
cortexode,200614,lh,pial,6.6705422725976735,0.45690806582132737,0.9138161316426547,1074,229534,cortexode_200614_CA_lh_pial_distanceMesh.vtk
cortexode,200917,lh,pial,10.019791839544308,0.45582835382338793,0.9116567076467759,1070,231811,cortexode_200917_CA_lh_pial_distanceMesh.vtk
cortexode,208428,lh,white,4.5257737588296765,0.38446968432874123,0.7689393686574825,0,177726,cortexode_208428_CA_lh_white_distanceMesh.vtk
cortexode,201111,lh,pial,6.002898596954576,0.43901750740800605,0.8780350148160121,480,240112,cortexode_201111_CA_lh_pial_distanceMesh.vtk
cortexode,203721,lh,pial,4.43548851452551,0.4612800503894202,0.9225601007788404,1170,207474,cortexode_203721_CA_lh_pial_distanceMesh.vtk
cortexode,202719,lh,pial,4.070186260926982,0.44024094118829293,0.8804818823765859,541,243031,cortexode_202719_CA_lh_pial_distanceMesh.vtk
cortexode,202113,lh,pial,5.0375693438727325,0.45554158621484386,0.9110831724296877,1578,247930,cortexode_202113_CA_lh_pial_distanceMesh.vtk
cortexode,204016,lh,pial,5.293515583950629,0.43218616070614335,0.8643723214122867,565,241898,cortexode_204016_CA_lh_pial_distanceMesh.vtk
cortexode,297655,lh,white,7.721629472933318,0.38469017884651224,0.7693803576930245,0,185768,cortexode_297655_CA_lh_white_distanceMesh.vtk
cortexode,205826,lh,pial,7.798490339606204,0.47178176689754975,0.9435635337950995,804,246183,cortexode_205826_CA_lh_pial_distanceMesh.vtk
cortexode,203418,lh,pial,4.920909885930042,0.4365874251986904,0.8731748503973809,713,222732,cortexode_203418_CA_lh_pial_distanceMesh.vtk
cortexode,289555,lh,white,6.8709868571538015,0.3837193382314632,0.7674386764629264,0,187189,cortexode_289555_CA_lh_white_distanceMesh.vtk
cortexode,203923,lh,pial,4.79501987995929,0.44396702034561253,0.8879340406912251,2969,247913,cortexode_203923_CA_lh_pial_distanceMesh.vtk
cortexode,224022,lh,white,3.6311904229432272,0.3782596713154625,0.756519342630925,0,193206,cortexode_224022_CA_lh_white_distanceMesh.vtk
cortexode,293748,lh,white,4.018052842976152,0.37517197882773357,0.7503439576554671,0,193785,cortexode_293748_CA_lh_white_distanceMesh.vtk
cortexode,201515,lh,pial,10.41960795204215,0.4772043460499015,0.954408692099803,1479,255115,cortexode_201515_CA_lh_pial_distanceMesh.vtk
cortexode,201717,lh,pial,4.688450544037717,0.42756341289291117,0.8551268257858223,905,257892,cortexode_201717_CA_lh_pial_distanceMesh.vtk
cortexode,207426,lh,pial,5.767878332015798,0.43428397180769435,0.8685679436153887,868,225799,cortexode_207426_CA_lh_pial_distanceMesh.vtk
cortexode,210415,lh,white,4.837732968991339,0.38348945667492607,0.7669789133498521,0,199205,cortexode_210415_CA_lh_white_distanceMesh.vtk
cortexode,208024,lh,white,3.2053151980063284,0.3755861411345033,0.7511722822690066,0,197550,cortexode_208024_CA_lh_white_distanceMesh.vtk
cortexode,255639,lh,white,5.859411059295939,0.3945555568993824,0.7891111137987648,0,202363,cortexode_255639_CA_lh_white_distanceMesh.vtk
cortexode,211316,lh,white,5.278858585492527,0.38164199261096104,0.7632839852219221,0,200648,cortexode_211316_CA_lh_white_distanceMesh.vtk
cortexode,209834,lh,white,3.8504020846119857,0.3896231616204152,0.7792463232408304,0,202209,cortexode_209834_CA_lh_white_distanceMesh.vtk
cortexode,204319,lh,pial,8.350206087034376,0.4325748424188125,0.865149684837625,461,260409,cortexode_204319_CA_lh_pial_distanceMesh.vtk
cortexode,212318,lh,white,3.7277739241511845,0.3748754617740907,0.7497509235481814,0,208503,cortexode_212318_CA_lh_white_distanceMesh.vtk
cortexode,221319,lh,white,7.022704064188727,0.38630575539852796,0.7726115107970559,0,205026,cortexode_221319_CA_lh_white_distanceMesh.vtk
cortexode,209329,lh,white,3.868764677503731,0.37448916203387517,0.7489783240677503,0,204769,cortexode_209329_CA_lh_white_distanceMesh.vtk
cortexode,280739,lh,white,4.414601370932372,0.37971165167139664,0.7594233033427933,0,206080,cortexode_280739_CA_lh_white_distanceMesh.vtk
cortexode,206222,lh,pial,4.763126547881962,0.4492272780809369,0.8984545561618738,1698,251200,cortexode_206222_CA_lh_pial_distanceMesh.vtk
cortexode,214019,lh,white,3.6587759416181296,0.37013379988451783,0.7402675997690357,0,210262,cortexode_214019_CA_lh_white_distanceMesh.vtk
cortexode,245333,lh,white,5.076188642916477,0.3769683957025016,0.7539367914050032,0,209082,cortexode_245333_CA_lh_white_distanceMesh.vtk
cortexode,250932,lh,white,4.503261158416771,0.3721485529108448,0.7442971058216896,0,210007,cortexode_250932_CA_lh_white_distanceMesh.vtk
